Title,Num_Of_Prev_Drops,Whitepaper,Requirement_Count,Guide_Length,Social_Media_Count
Verida,0,1,1,8,9
Xai,0,1,0,10,4
Omni,0,1,0,10,5
Mangrove,0,1,0,7,5
Altitude,0,1,0,10,5
Ambient,0,1,0,10,5
Connext,1,1,0,15,9
Clipper,1,1,0,14,6
MoonlandMeta,0,0,0,7,6
Basilisk,0,1,0,10,5
Lightlink,0,1,0,10,3
Extra Finance,0,1,0,12,7
Hord,1,1,0,13,7
Chainflip,0,1,0,8,4
Web3Eco,0,0,0,11,5
Hubble Exchange,0,1,0,9,5
HMX,0,1,0,14,7
MELD,0,1,2,10,11
Worldcoin,0,1,2,14,7
DX25,0,1,1,12,6
Tsunami Finance,0,1,0,6,3
TapiocaDAO,0,1,0,11,3
Archway,0,1,0,11,7
zkSync id,0,1,0,8,6
Polygon zkEVM,0,0,0,12,8
Diva,0,1,0,10,5
Vela Exchange,1,1,0,16,9
Letit,0,1,4,12,7
WhiteBIT,3,0,9,30,6
Maverick Protocol,1,1,0,25,9
Tevaera,0,0,0,17,6
Velar,0,1,0,9,5
LunaFi,0,1,0,16,6
DBOE,0,0,1,8,5
Range Protocol,0,0,0,7,4
Cedro Finance,0,1,0,10,5
DigiFinex,0,0,0,9,6
BYDFi,0,0,0,8,7
Magic Square,0,1,0,6,8
StarkNet ID,0,1,0,12,3
MUFEX,0,1,0,11,6
Foxify,0,1,0,5,4
PulseChain,0,0,0,7,3
Housebets.io,0,1,0,11,4
DexCheck,0,1,1,7,5
Rebel Bots,0,1,1,11,11
Cashmere,0,1,0,12,7
5ireChain,0,1,0,9,6
EtherMail,0,0,1,10,3
zkSync Name Service,0,0,0,11,3
Yum Yum,0,1,1,9,6
ZKX,0,0,0,8,4
Increment,0,1,0,17,5
The Lost Wallet,0,0,0,11,3
Sui,0,1,0,10,5
Linea,0,1,0,21,3
Polynomial Protocol,0,1,0,8,3
LimeWire,1,0,3,11,4
SyncSwap,0,1,0,16,4
SPACE ID,2,1,0,40,7
Daoversal,0,0,3,6,6
Velvet.Capital,0,1,0,7,6
Huma Finance,0,1,0,12,4
SnowCone,0,1,0,11,6
Arbitrum,1,0,0,23,7
Quasar,0,1,0,7,4
Dune Analytics,0,1,1,8,4
Legends of Elysium,0,1,1,11,7
Tide Exchange,0,1,0,9,4
AlienSwap,0,0,0,6,4
ZigZag,0,0,0,18,7
Collab.Land,0,0,0,14,4
Nexon Finance,0,1,0,9,5
EZ Finance,0,0,0,9,2
Olive,0,1,0,6,5
Enchanter Finance,0,0,0,7,4
Mayan,0,1,0,6,5
Biokript,0,1,1,6,4
Sudoswap,1,0,0,14,3
Timeless,0,1,0,6,7
SupraOracles,0,1,2,8,6
IPOR,0,1,0,10,9
Neptune Mutual,0,1,0,7,7
NFT3,0,0,0,8,6
Demex,0,1,0,7,4
Taiko,0,1,0,10,5
Specular,0,1,0,7,2
Hashstack,0,1,0,8,5
Brine,0,0,0,15,5
V2X,0,0,0,9,4
Supernova,0,1,0,9,5
Bebop,0,0,0,7,4
nftperp,0,0,0,7,4
KwikTrust,0,1,3,9,5
Phi,0,1,0,7,4
Plenty,0,1,0,7,5
Swing,0,1,0,8,5
Spectrum Finance,0,1,0,8,7
Harbor Protocol,1,0,0,21,2
Sentiment,0,1,0,10,4
Vertex,0,1,0,9,5
Voltz,0,1,0,6,3
objkt.com,0,0,0,7,3
TiTi Protocol,0,1,0,9,6
JediSwap,0,0,0,6,4
Uniswap,0,1,0,14,9
Across,1,1,0,17,3
Mean Finance,0,1,0,8,4
Key App,0,0,2,6,3
ParaSpace,0,1,0,10,2
Layerswap,0,0,0,7,4
Scroll,0,1,0,16,4
Aboard,0,1,0,6,6
MUN,0,1,0,9,3
Via Protocol,0,1,0,7,5
ChainHop,0,1,0,9,3
Cega,0,1,0,7,4
MTG,0,0,1,7,3
Arrakis Finance,0,1,0,8,6
Dolomite,0,1,0,7,7
Deepwaters,0,1,0,7,4
BlueMove,0,1,0,6,7
OptiFi,0,1,0,8,4
Alpha Road,0,0,0,7,5
Sei,0,1,1,8,7
OpenChat,0,1,0,7,3
Shardeum,0,1,0,15,7
RabbitX,0,0,1,7,3
The Granary,0,0,0,6,4
Metaplex,0,1,0,10,6
Rage Trade,0,0,0,7,5
LayerZero,0,1,0,11,6
Pontem,0,0,0,10,7
Onomy Protocol,0,1,0,14,6
Blur,0,0,0,7,3
Trustless,0,1,0,12,5
Commodo,0,0,0,9,4
Stratos,0,0,0,5,3
Teritori,0,1,0,8,4
XEN Crypto,0,1,0,7,7
Binance Account Bound (BAB),0,0,2,14,2
ZKEX,0,1,0,10,5
Helio Protocol,0,1,0,8,6
Karate Combat,0,1,1,4,5
Conic Finance,0,1,0,9,6
HTX,6,0,20,61,8
Odos,0,0,0,8,3
Ragnar Protocol,0,1,1,12,4
AllStars Digital,0,1,4,8,7
KuCoin,4,0,5,56,7
Rubic x Symbiosis x Boba,5,1,5,43,11
Xiroverse,0,0,1,4,4
Terran Coin,0,0,7,9,8
Quai Network,0,1,2,12,6
Dogechain,0,1,0,10,6
Portal,0,1,0,7,4
Cornerstone,0,0,0,10,5
Stride,0,1,0,12,4
Composable Finance,0,1,0,4,7
Tegro,0,0,1,5,3
Quix,0,0,0,5,3
Bungee,0,0,0,6,4
StormGain,0,0,2,11,5
LI.FI,0,1,0,11,6
Tally Ho,0,1,0,6,4
Forta,0,1,0,12,8
Sweat Economy,0,1,2,5,6
ZORA,0,1,0,8,4
Velodrome,0,1,0,13,5
Chains,0,1,3,8,7
DAO Labs,1,0,7,35,6
0VIX,0,0,0,5,5
Bonq,0,1,0,6,5
Epsylon,0,0,0,5,4
Ledn,0,0,2,7,3
RealMe,0,0,2,7,3
Matrix,0,1,0,6,5
Retrograde,0,1,0,5,4
Hop Protocol,1,1,0,12,5
Gem,0,0,0,6,3
Lend Flare,0,1,0,5,8
Leap Wallet,0,1,0,11,5
Bridgesplit,0,0,0,5,4
Fractional,0,0,0,5,5
Nebula Protocol,0,0,0,5,6
Styllar,0,0,0,8,4
Crescent Network,0,1,0,10,6
Tangible,0,0,1,26,6
Taki,0,0,1,5,4
ioTube,0,0,0,6,4
YoBit,0,0,1,6,4
Void Protocol,0,0,0,7,5
VINCI,0,1,3,6,6
Element Finance,1,1,0,16,6
LandDAO,0,1,0,11,3
cheqd,0,1,0,7,10
Unagii,0,1,0,6,4
Nested,0,1,0,5,6
AssetMantle,0,0,0,16,7
Morpher,0,1,2,12,8
Mars Protocol,0,1,0,9,7
Findora,0,1,4,10,10
LikeCoin,0,1,0,9,6
Fuji DAO,0,1,0,5,5
Diffusion Finance,0,0,0,12,6
pSTAKE Finance,0,1,0,15,11
PartyBid,0,0,0,6,4
Frax,0,1,0,7,4
Craft Economy,0,0,0,10,3
X2Y2,0,1,0,7,6
ThetaNuts Finance,0,0,0,6,5
CowSwap,1,1,0,12,4
Orbiter Finance,0,0,0,7,5
GameInfinity,1,0,0,33,6
Katana,0,0,0,5,4
Stargaze,0,0,0,8,9
Trust Domains,0,0,0,6,6
Fraktal,0,1,0,8,3
Votium,0,0,0,7,5
Nomic,0,0,0,6,5
Friktion,0,1,0,5,4
WhaleFin,0,0,2,10,4
Sonic,0,0,0,6,5
Quarry,0,0,0,5,5
OmniFlix,0,0,0,13,6
Chic Cow & Bullzz,0,0,0,22,4
Shell Protocol,0,1,0,7,5
Mintbase,0,1,0,6,6
Legion Network,0,1,2,7,9
Rubicon,0,1,0,6,5
Glow,0,1,0,8,4
Coinhall,0,0,0,7,3
LooksRare,0,1,0,10,7
StellarX,0,0,0,5,3
Coreum,0,1,0,7,5
Gas DAO,0,0,0,8,7
Astroport,0,1,0,6,7
Aztec,0,1,0,11,6
Terra Name Service,0,0,0,7,4
Lum Network,0,1,0,10,6
Francium,0,1,0,6,6
ICON,0,1,0,9,10
Paras,0,1,0,8,6
IOTA,0,1,0,11,9
iExec,2,1,0,22,11
Comdex,0,1,0,7,5
Volmex,0,1,0,8,4
Hangry Animals,0,1,1,4,8
Argent,0,0,1,6,5
Limocoinswap,0,1,5,9,4
Socean,0,1,0,5,5
Terra World,0,1,0,8,7
Superfluid,0,1,0,5,5
Hardcore FC,0,1,3,8,6
Hedgehog Markets,0,1,0,6,5
Sablier,0,1,0,5,5
Desmos,0,1,0,15,5
Atrix,0,0,0,5,4
Instrumental Finance,0,0,0,7,4
TokenSets,0,1,0,7,4
Spintop,0,1,3,7,6
Phantom,0,1,0,8,3
DeBank,0,0,0,7,6
Aquarius,0,0,0,7,9
Saddle Finance,1,1,0,10,6
DexGuru,0,1,0,7,5
ParaSwap,1,1,0,20,7
Matcha,0,0,0,7,4
Solanart,0,0,0,5,3
Foundation,0,0,0,5,2
Digital Arms,0,1,1,6,5
Gro Protocol,0,1,0,7,9
Gridlock,1,0,3,12,5
Paladin,0,1,0,6,5
Apricot Finance,0,1,0,5,6
Sologenic,0,1,0,7,8
TerraFloki,0,1,0,10,5
DeFi Saver,0,0,0,5,5
OneOf,0,0,1,5,7
Zerion,0,0,0,7,7
BitYard,1,0,4,12,6
Zapper,0,1,0,6,4
HUMAN Protocol,0,1,1,8,9
Gaia EverWorld,1,0,0,11,5
Sportemon Go,0,1,1,4,7
Yield Protocol,0,1,0,5,4
Cozy Finance,0,1,0,5,3
Timeswap,0,1,0,7,5
Terra Land,0,0,0,7,8
Opyn,0,0,0,7,4
Symmetry,0,0,0,5,5
Apollo DAO,0,0,0,6,4
Solend,0,1,0,5,4
Terraswap,0,1,0,5,3
Talis Protocol,0,1,0,6,4
Flare Finance,1,1,2,13,6
Polymarket,0,1,0,5,5
zkSync,0,1,0,18,6
Valkyrie Protocol,0,1,0,14,4
Slingshot,0,0,0,6,3
OpenSea,0,1,0,5,6
Shade Protocol,0,1,0,11,5
Roco Finance,0,1,2,6,9
Nexo,0,1,2,7,10
Backd,0,1,0,5,7
Loop,0,1,0,9,3
Metamask,0,1,0,10,4
Nexus Protocol,0,1,0,7,5
Boba Network,0,0,0,8,5
Portuma,0,1,1,6,6
BrightID,0,1,0,15,6
InPoker,0,1,3,12,8
Adshares,0,1,2,6,7
Thales,0,1,0,14,7
Foil Network,0,1,4,8,8
Songbird,0,0,0,9,1
Tokel,0,1,0,8,9
BullionFX,0,0,3,10,7
Juno,0,1,0,8,7
Bitget,0,0,3,6,8
Remitano,0,1,2,6,5
Angel Protocol,0,0,0,7,6
StarTerra,0,1,0,22,5
Blockasset,0,0,1,3,6
SuperRare,0,1,0,9,9
HAI DAMO,0,1,0,4,5
Sunny,0,0,0,10,3
WEYU,1,1,4,19,5
dYdX,0,1,0,8,6
DFyn,0,1,0,7,8
Notional,0,1,0,7,5
Altair,0,0,0,6,3
EmiSwap,0,1,3,21,8
ShapeShift,1,1,2,19,10
THORSwap,0,0,0,5,5
VoltNFT,0,0,1,8,7
OpenOcean,0,1,0,8,8
NFTb,0,0,0,9,9
hi,0,1,1,11,7
TAP,0,1,3,7,8
Moonbet,0,1,2,4,8
Spar Finance,0,0,0,7,7
Connect Financial,0,0,0,5,5
Osmosis,0,0,0,14,5
Pylon Protocol,0,0,0,5,4
GemBites,0,1,1,8,4
EarnBet,0,0,4,12,10
Orion Money,0,0,0,7,6
Omni,0,1,3,7,6
EmiSwap,0,1,1,9,8
Instadapp,0,1,0,10,5
Degen’s Farm,0,1,0,5,7
Blockster,0,1,1,8,6
Skyward Finance,0,1,0,12,4
MoonEdge,0,1,3,9,5
NEFTiPEDiA,0,1,4,7,8
Thorstarter,0,1,2,7,6
Arweave,1,1,3,13,10
APENFT,0,1,0,8,7
EasyBake,0,0,0,6,6
Honeyswap,0,0,0,8,8
Charged Particles,0,1,0,7,8
BarterTrade,0,0,3,5,7
Ribbon Finance,0,1,0,7,5
ZoidPay,0,1,0,5,6
QiSwap,1,1,0,16,9
Crypto Thrills,1,0,2,12,3
DoRen,0,1,5,6,6
SolPAD,0,1,2,9,6
Convex Finance,0,1,0,7,7
RunNode,0,1,2,8,4
Venus,0,1,0,7,4
ChainX,0,1,0,7,5
Solanium,0,1,2,9,6
Impermax Finance,0,1,0,6,10
Avalaunch,0,0,0,5,5
Etherlite,0,1,0,5,6
Badger DAO,1,0,0,14,10
Binance,1,1,4,29,9
DeversiFi,0,0,0,6,4
Bribe,0,0,0,6,5
SORA,0,0,0,6,11
Maiar Exchange,0,0,0,13,3
HOPR,0,1,1,9,10
Aladdin,0,0,2,6,5
KLOMP,0,0,2,5,4
NFTMart,0,1,2,6,4
LOTTO,0,0,0,10,9
1inch,0,0,0,15,10
UMA,0,1,0,12,8
VINE Protocol,0,1,4,8,5
Opensea Traders,0,0,0,6,1
Mofi Finance,0,1,4,10,6
POAP,0,0,0,6,6
Secret Network,0,1,0,6,10
Hydra,0,1,2,12,7
My Lotto Coin,0,1,2,8,6
Anchor Protocol,0,1,0,7,8
Graphene,0,0,0,7,5
Utile Network,2,1,9,22,7
Donnie Finance,1,1,0,14,7
Sperax,0,1,0,9,10
PoolTogether,0,1,0,7,9
Sifchain,0,1,0,12,6
Neutrino Protocol,0,1,0,7,9
Bounce,0,1,0,5,7
Invest & Hodl,0,1,3,7,5
Furucombo,0,1,0,12,9
Lido,0,1,0,6,7
Chainge,0,0,1,11,6
OnX Finance,0,1,0,8,6
MarcoPolo Protocol,2,1,9,26,9
Phala Network,0,1,0,13,9
Mirror Protocol,0,1,0,12,9
Numio,0,0,2,7,5
Flare,0,1,0,16,3
SocialGood,3,1,9,30,7
Metex,1,0,2,14,5
TomoChain,0,1,0,10,10
Audius,0,1,1,8,10
SwanFinance,0,0,1,8,7
Plutus,0,1,3,8,9
DIA,0,1,0,8,8
Permission,0,1,2,8,10
Massnet,0,1,3,8,6
Symbol,0,1,0,10,7
Bitcoin Rhodium,0,1,0,9,8
Intexcoin,0,1,3,5,6
GoodDollar,0,1,3,8,6
ARCS,0,1,2,5,7
DeFiChain,1,1,2,14,11
Cypherium,0,1,0,8,9
Handshake,0,1,1,14,7
Pcash,0,1,1,6,1
SwissBorg,1,1,5,12,11
UniWorld,0,1,3,11,7
BABB,0,0,3,7,7
Apollo,1,1,5,11,6
Bitribe,0,0,5,10,6
HeroCoin,1,1,3,20,9
NowEx,0,0,4,8,3
DAO Maker,0,1,3,9,8
Escher,0,0,0,0,1
Bitbns,0,1,2,5,8
Ludena Protocol,0,1,1,12,4
PointPay,0,1,6,10,8
JUST,0,1,0,9,5
Relictum Pro,0,1,7,15,8
Storeum,1,1,7,13,6
StellarPayGlobal,0,1,3,9,5
DRK DeFi,0,1,3,8,4
Two Prime,0,1,2,8,3
PAC Global,0,1,2,6,7
FunderOne,0,1,4,7,4
Azbi,0,1,4,5,5
Storex,2,0,9,16,4
Blockpass,0,1,1,3,10
XinFin,0,1,2,5,9
1xBit,2,0,0,33,5
VNT Chain Labs,0,1,2,5,8
ICURY,0,1,3,6,4
Swapzone,0,0,3,7,4
Tandem,0,1,3,5,6
JDX,0,1,4,7,4
Global Gaming,0,1,0,7,4
Foodecent,0,0,4,12,5
NokNok,0,0,2,6,3
Minereum,0,1,0,8,7
Unochain,0,1,4,6,6
Social Club Rocks,0,0,1,5,2
KULAP,0,0,1,9,4
Petro,0,1,2,5,3
B One Payment,0,0,3,8,3
Personal Wager,0,0,2,9,4
Coalculus,0,1,0,7,6
Beldex,0,1,1,8,10
DAIN,0,1,3,8,4
Emirex,0,1,3,8,7
Bitcoin Turbo Koin Giveaway,0,1,2,6,7
Bancor,0,1,0,8,10
JIL TOKENS,0,1,4,7,6
K-Tune,2,1,8,19,4
ecxx,0,0,6,17,7
Pockero,0,1,5,10,6
Netspot Solutions,0,1,2,5,5
Limestone Network,0,1,3,6,5
P2P Club,0,1,3,7,6
BitCollar,0,1,5,8,6
Lino Network,0,1,2,4,7
Brave New Coin,0,1,2,15,7
Wavesbet,0,1,2,7,6
Riwigo,0,1,3,6,6
LiquidApps,0,1,2,6,9
BlocBox,0,1,2,5,5
Morpheus Network,0,1,1,7,8
Neo Smart Energy,0,1,4,7,6
Stan World,0,1,2,4,7
Tune.fm,0,0,1,3,8
Swiftex,0,1,3,7,8
Diagon,0,1,8,11,5
ReFork,0,1,2,9,7
Cryptocells,0,0,5,6,6
Freelanex,0,1,3,9,8
Beowulf Blockchain,0,0,2,5,6
FreedomOptions,0,0,1,10,5
2Key,0,1,2,12,8
Crypto Tribunal,0,0,2,7,2
TroyTrade,0,1,2,15,5
LocalCoin,1,1,5,19,8
KAPPI,0,1,3,5,5
Kuvacash,0,0,2,15,3
ENOD,0,1,2,6,4
BitQuant,0,1,1,8,6
Binance JEX,0,0,1,7,4
Yezcoin,0,1,3,12,9
Validity,0,0,4,8,7
RIF,0,1,2,16,7
MediLiVes,0,1,5,9,8
Ormeus Ecosystem,0,1,5,5,7
INMINING,0,1,1,7,5
NOS Initiative,0,1,2,9,8
Maecenas,0,0,5,9,7
Nova Mining,0,1,4,8,6
Project WITH,0,1,3,7,4
Adrenaline AI,0,1,4,8,5
Hydro,1,1,4,16,10
OilWellCoin,0,1,5,7,6
Pynk,0,1,1,8,6
GCOX,1,1,5,11,4
Cocos BCX,0,1,1,7,9
Livetree,0,1,1,5,5
Felixo,0,0,8,8,5
WINk,0,1,0,9,8
TeleCoin,0,1,5,9,9
ETHplode,1,0,0,13,6
SpockChain,0,1,4,6,5
Ellcrys,0,1,6,9,8
Bitpanda,0,1,2,8,7
Arena Match,0,1,4,9,8
Discodery,0,1,1,8,5
Qtum,0,1,1,10,11
Netkoin,0,1,3,8,7
Algorand,1,1,1,17,9
Ten Billion Coin,0,1,6,9,5
OVR,0,1,3,6,8
BAGS token,0,0,3,7,6
AllForCrypto,1,1,8,14,6
Civic,0,1,2,6,9
Komodo,0,0,1,10,8
Netbox.Global,0,1,1,5,10
BRIKCOIN,1,1,8,24,6
PIEXGO,2,0,10,21,6
ParamountDax,0,1,1,4,6
Mediacoin,0,0,4,8,6
Dusk Network,0,0,8,8,10
Counos Platform,0,1,2,8,4
BTCOW,0,1,3,7,3
FIO Social,0,0,3,8,3
PBET,0,1,6,8,8
COINCOME,0,0,3,9,5
Comno Network,0,0,1,12,8
Blaze Protocol,0,1,7,24,5
Genesis,0,0,0,3,3
DocTailor,0,1,6,9,6
Fortem Capital,0,1,6,10,8
Authoreon,0,1,4,8,6
IdeaFeX,0,1,2,5,6
Ubrica,0,1,3,6,4
Typerium,0,1,3,8,6
VCC Exchange,0,0,2,7,5
Product Protocol,0,1,6,12,9
SDAT,0,0,0,11,4
Sparrow,0,0,2,5,8
Anchor,1,1,4,16,8
Creamcoin,0,1,2,7,9
CINDX,0,1,6,9,6
Atlas Protocol,0,0,6,10,7
PlasmaPay,0,1,2,13,8
Raven Protocol,0,0,2,11,8
Bcnex,1,1,7,15,7
Triffic,1,1,6,16,8
CoTrader,0,1,6,20,7
MimbleWimbleCoin,1,1,0,23,7
MiMiDi,0,1,2,5,4
Globatalent,1,1,4,10,8
Xprivate Chat,0,1,3,7,5
Homebloc,0,1,3,10,6
XR Web,0,1,2,7,5
SUKU,0,0,4,15,7
diamDEXX,0,0,2,19,7
Ampleforth,1,1,7,15,5
Minglechain,1,1,8,24,5
Bitwings,0,1,8,15,8
UHIVE,0,1,2,8,7
Tryvium,0,1,4,7,7
AiBB,0,1,5,9,8
Dukascoin,0,1,2,9,3
SixDomainChain,0,1,3,8,8
Crypto Market Ads,0,1,3,10,8
UniversalCoin,0,1,2,10,5
P2PS,1,1,9,19,8
SOCIAL CHAINS,1,1,10,27,6
Reserve Round 2,0,0,2,8,0
DVMarketplace,0,1,4,6,8
Bank of Hodlers,0,1,1,5,5
Opiria,0,1,2,6,6
Kozjin,0,1,3,7,8
BULLEX,0,0,5,15,7
AllSesame,0,1,6,11,9
Fesschain,1,1,9,22,7
Dayta,0,1,6,11,9
Mindexcoin,0,1,2,5,5
GRAYLL,0,1,2,6,8
Ferrum Network,1,1,5,18,7
TEN,0,1,2,8,5
NOIA Network,0,1,3,9,9
Matrix AI Network,0,1,1,5,11
AMUSE,1,1,6,13,8
MediConnect,0,1,2,6,9
BitTube,0,0,0,8,7
Authpaper,0,1,1,4,6
BTSCOIN,0,1,3,6,3
CoinHe,0,1,3,6,5
StellarPay,0,1,3,5,8
IOTW,0,1,2,7,6
Cryptoxygen,0,1,4,9,7
CINEMADROM,0,1,6,17,5
Fusion Coin,0,0,2,8,4
CBNT,0,1,3,9,7
ODEM,0,1,1,4,10
