Title,Num_Of_Prev_Drops,Whitepaper,Requirement_Count,Guide_Length,Social_Media_Count,is_scam
Merkle Trade,0,0,0,9,4,0
MYX,0,0,0,8,2,0
IBX,0,0,0,10,3,0
Texture,0,0,0,9,3,0
VaultCraft,0,0,0,14,6,0
Newtify,0,0,1,6,2,0
Lavarage,0,0,0,10,2,0
Scroll,0,1,0,28,4,0
Swords  Dungeons,0,1,0,9,4,0
Rainfi,1,0,0,20,3,0
Macaron,0,0,0,12,5,0
Clone,0,1,0,8,3,0
Symbiotic,0,0,0,7,2,0
SuperBoring,0,0,0,6,4,0
Mocaverse,0,0,0,10,6,0
Allora,0,1,0,7,4,0
Kroma,0,1,0,25,4,0
Amphor,0,0,0,9,4,0
LIFI,0,1,0,15,5,0
ZKcandy,0,0,0,14,4,0
Napier Finance,0,0,0,8,4,0
Gateio,1,0,0,25,7,0
Sunrise,0,0,0,8,4,0
Rage Trade,0,0,0,11,4,0
Injera,0,1,0,14,3,0
PredX,0,0,0,10,4,0
Units,0,1,0,9,4,0
Camp Network,0,0,0,8,4,0
Rivalz Network,0,0,0,7,4,0
10K Dex,0,0,0,11,4,0
squid,0,0,0,12,3,0
GOAT Gaming,0,1,0,15,4,0
Hybrid,0,0,0,8,4,0
Zerion,0,0,0,9,6,0
Chirp,1,0,0,14,5,0
Zebra,0,0,0,14,4,0
AI Gram,0,1,0,6,5,0
Cog Finance,0,0,0,10,3,0
Union,0,0,0,9,3,0
StakeStone,0,0,0,12,5,0
Mantle,0,0,0,21,8,0
Superposition,0,1,0,13,3,0
Symmetry Trade,0,0,0,12,5,0
Adrena,0,0,0,6,4,0
Superposition Finance,0,0,0,12,3,0
ORA,0,0,0,10,5,0
GammaSwap,0,0,0,16,3,0
Unite,0,0,1,6,3,0
Echelon,0,1,0,14,3,0
Rho Markets,0,0,0,14,3,0
Rainbow,0,0,0,16,3,0
Zeta,0,1,0,21,7,0
Optopia,0,0,0,9,3,0
Blast,0,0,0,34,5,0
Summerfi,0,0,0,14,4,0
Mitosis,0,0,0,13,4,0
Sophon,1,0,0,17,2,0
Voi Network,0,1,0,8,3,0
Sonic,0,0,0,11,3,0
nftperp,0,0,0,13,3,0
Hyperlane,0,0,0,31,4,0
NURI Exchange,0,0,0,14,3,0
fx Protocol,0,0,0,14,2,0
The Backwoods,0,0,0,23,3,0
Kinetix Finance,0,1,0,9,8,0
LayerZero,0,1,0,28,8,0
EigenLayer,0,1,0,25,3,0
Vest,0,0,0,11,3,0
Base,0,1,0,31,4,0
Koi Finance,0,0,0,6,4,0
100x,0,0,0,16,3,0
DEGEN WAR,0,0,0,8,4,0
Cherry,0,0,0,9,3,0
Zest Protocol,0,0,0,10,5,0
Catalyst,0,1,0,8,4,0
Mercle,0,0,0,10,4,0
GriffinAI,0,1,0,17,4,0
Captain  Company,0,0,0,16,3,0
IoTeX,0,0,0,5,9,0
CoChilli,0,0,0,11,4,0
Fhenix,0,1,0,7,3,0
Avantis,0,1,0,12,3,0
Glyph,0,0,0,6,3,0
0xAstra,0,0,0,19,3,0
SOFA,0,0,0,12,6,0
ZKsync,0,1,0,17,9,0
Berachain,0,0,0,21,5,0
Die Last,0,0,0,19,3,0
Rabby Wallet,0,0,0,15,4,0
Grindery,0,0,1,11,4,0
Synonym,1,0,0,21,2,0
Taiko,0,1,0,21,8,0
Revert,0,1,0,10,4,0
Nexis Network,0,0,0,13,4,0
Bitflow,0,0,0,9,4,0
KIP Protocol,0,1,0,7,3,0
Dunes,0,1,0,10,4,0
Biokript,1,1,2,15,4,0
D8X,0,1,0,6,4,0
Fuel,0,0,0,17,5,0
RIZE,0,1,0,8,3,0
Jigsaw,0,0,0,8,3,0
Turtle Club,0,1,0,8,3,0
Rivoxyz,0,1,0,15,3,0
GM Network,0,1,0,8,5,0
Pocket Protector,0,1,0,5,3,0
Olive Network,0,1,0,9,4,0
Zaros,0,0,0,6,4,0
Avarik Saga,0,1,0,12,3,0
Forma,0,0,0,8,3,0
GaiaNet,0,0,1,8,5,0
ALIENX,0,0,0,10,4,0
Hyperliquid,0,0,0,12,4,0
Onchain,0,0,0,8,3,0
Syrup,0,1,0,6,3,0
Sender Labs,0,0,0,9,4,0
Ithaca Protocol,0,0,0,16,4,0
Marginly,0,0,0,7,5,0
Anichess,0,0,0,8,4,0
Equation,0,0,0,8,7,0
Quantcheck,0,1,1,13,4,0
Solayer,0,1,0,22,4,0
Fantasy Top,0,0,0,7,3,0
Anzen,0,1,0,18,3,0
EVAA Protocol,0,0,0,7,3,0
Eigenpie,0,1,0,8,3,0
Oasis AI,0,1,0,10,3,0
Nexo,1,1,1,22,9,0
CEXIO,10,0,2,83,5,0
Pencils Protocol,0,0,0,13,4,0
Plume Network,0,0,0,11,4,0
Cryptopia,0,1,1,10,6,0
OpenGPU Network,0,1,1,13,4,0
Iskra,6,1,1,65,9,0
Lingo,1,0,2,17,3,0
Gravita Protocol,0,0,0,6,4,0
Initia,0,0,0,20,4,0
Token Metrics,0,0,1,4,6,0
Gamium,0,1,0,13,8,0
Agora,0,1,1,4,4,0
Liquidium,0,0,0,11,3,0
AutoLayer,0,0,1,9,4,0
Vooi,0,0,0,12,4,0
Lyra,0,1,1,14,3,0
tea,0,1,0,12,6,0
M2,1,1,1,38,7,0
EYWA,0,0,1,6,4,0
Delabs Games,0,1,1,10,4,0
ThetaNuts Finance,0,1,0,11,6,0
World PvP,0,0,0,14,2,0
Thruster,0,0,0,12,3,0
Imaginary Ones,0,0,1,8,5,0
Glacier Network,0,0,0,18,4,0
Zyfi,0,1,0,13,4,0
Storm Trade,0,0,1,9,2,0
Phaver,1,1,0,16,6,0
Elfin,0,1,0,10,6,0
Masa,0,1,0,14,8,0
SpaceCatch,0,1,1,9,6,0
Mande Network,0,1,0,10,3,0
Xtremeverse,0,1,0,9,3,0
Fyde,0,1,0,10,4,0
Ekubo,0,1,0,7,5,0
CAGA,0,1,1,8,5,0
zkPass,0,0,2,8,4,0
My Lovely Planet,0,1,0,7,4,0
Tabi,0,1,0,12,5,0
Mode,0,1,0,24,7,0
Particle Network,0,1,0,17,4,0
XSwap,0,1,0,11,7,0
ZeroLend,0,1,0,9,6,0
Aperture Finance,0,1,0,8,7,0
MYTH,0,1,2,5,3,0
Immutable,1,1,0,22,8,0
Drift Protocol,0,0,0,11,4,0
Another1,0,1,3,10,4,0
Raiinmaker,0,1,3,9,4,0
Blackwing,0,1,0,11,4,0
Saltwater Games,0,1,2,10,5,0
UpRock,0,1,1,9,3,0
LunarStorm,0,1,3,5,5,0
Revolving Games,0,0,0,8,3,0
PlanetQuest,0,1,1,12,3,0
Zoth,0,1,0,12,4,0
IntentX,0,1,0,14,3,0
BeFi Labs,0,0,0,5,6,0
Reya Network,0,0,0,13,3,0
Pixelverse,0,0,1,8,5,0
Apillon,0,1,1,7,4,0
Bemo,0,1,0,11,3,0
MilkyWay,0,0,0,10,5,0
Astaria,0,0,0,11,4,0
BSX,0,0,0,9,3,0
OrangeLayer,0,0,0,7,3,0
InceptionLRT,0,1,0,9,4,0
MANTRA,0,1,0,6,7,0
BounceBit,0,0,0,12,3,0
BlastOff,0,1,0,13,4,0
Soarchain,0,1,0,19,5,0
Solv Protocol,0,1,0,13,4,0
Planet Mojo,0,0,2,5,4,0
Parcl,0,1,0,19,6,0
DTX,0,1,0,15,3,0
Ultimate Digits,0,1,0,6,4,0
MPRO Lab,0,1,1,5,5,0
Juice,0,1,0,18,5,0
Karak,0,1,0,12,4,0
RedStone,0,1,2,12,5,0
Tensor,0,1,0,8,6,0
Pac Finance,0,1,0,13,3,0
OverTrip,0,0,2,7,2,0
BlockGames,0,0,0,10,6,0
Warden Protocol,0,1,0,11,6,0
Base Name Service,0,1,0,11,3,0
Scallop,0,1,0,11,4,0
SynFutures,0,1,0,15,4,0
StarryNift,0,1,0,12,4,0
Wormhole,0,1,0,11,8,0
Hava Coin,0,1,0,6,4,0
Ethena,0,1,0,20,8,0
Data Ownership Protocol,0,1,0,7,3,0
Pryzm,0,1,0,8,4,0
COTI,0,1,0,12,10,0
A51,0,1,0,9,5,0
Aries Markets,0,1,0,16,3,0
Elys Network,0,1,0,11,5,0
Haven1,0,1,0,13,6,0
Helix,0,0,0,9,4,0
Kelp DAO,0,1,0,13,4,0
mySwap,0,0,0,6,4,0
Braavos,0,1,0,7,5,0
Tortuga Finance,0,1,0,11,3,0
BNB Chain,0,1,0,25,9,0
Aptin Finance,0,1,0,10,4,0
UniRouter,0,1,2,5,3,0
Bitget Wallet,0,0,1,8,9,0
Aptos,0,1,0,10,8,0
beoble,0,1,0,10,6,0
Param Gaming,0,0,1,17,3,0
XYRO,0,0,0,9,4,0
Plena,0,0,1,7,6,0
Polyhedra Network,0,1,0,7,3,0
DFlow,0,1,0,10,3,0
zkLend,0,1,0,16,4,0
Defispot,0,1,0,12,3,0
Boson Protocol,0,1,0,10,9,0
Metis,0,1,0,7,11,0
